"","1","2"
"亿元贷款",4.28077610470778e-05,0
"迎接",4.28077610470778e-05,0
"优选",4.28077610470778e-05,0
"有余",4.28077610470778e-05,0
"政策性银行",4.28077610470778e-05,0
"执委",4.28077610470778e-05,0
"滞后性",4.28077610470778e-05,0
"中海",4.28077610470778e-05,0
"宝马",3.21058207853084e-05,0
"报案",3.21058207853084e-05,0
"被拒",3.21058207853084e-05,0
"比均",3.21058207853084e-05,0
"避开",3.21058207853084e-05,0
"插电式",3.21058207853084e-05,0
"产业化",3.21058207853084e-05,0
"产业投资基金",3.21058207853084e-05,0
"长期资本",3.21058207853084e-05,0
"超标",3.21058207853084e-05,0
"超期",3.21058207853084e-05,0
"陈礼腾",3.21058207853084e-05,0
"传媒行业",3.21058207853084e-05,0
"错过去",3.21058207853084e-05,0
"贷案",3.21058207853084e-05,0
"得与失",3.21058207853084e-05,0
"底价",3.21058207853084e-05,0
"地方政府债券",3.21058207853084e-05,0
"第三批",3.21058207853084e-05,0
"第四个",3.21058207853084e-05,0
"点数",3.21058207853084e-05,0
"电动汽车",3.21058207853084e-05,0
"电式",3.21058207853084e-05,0
"调到",3.21058207853084e-05,0
"定局",3.21058207853084e-05,0
"动力车",3.21058207853084e-05,0
"动力电池",3.21058207853084e-05,0
"对角线",3.21058207853084e-05,0
"多半",3.21058207853084e-05,0
"发行规模",3.21058207853084e-05,0
"罚款",3.21058207853084e-05,0
"繁重",3.21058207853084e-05,0
"防范措施",3.21058207853084e-05,0
"纺锤形",3.21058207853084e-05,0
"分母",3.21058207853084e-05,0
"钢厂",3.21058207853084e-05,0
"港口",3.21058207853084e-05,0
"高丽",3.21058207853084e-05,0
"告吹",3.21058207853084e-05,0
"更为严重",3.21058207853084e-05,0
"更优",3.21058207853084e-05,0
"股非",3.21058207853084e-05,0
"关键问题",3.21058207853084e-05,0
"观市",3.21058207853084e-05,0
"管道",3.21058207853084e-05,0
"归江",3.21058207853084e-05,0
"国防部长",3.21058207853084e-05,0
"裹挟",3.21058207853084e-05,0
"赫斯特",3.21058207853084e-05,0
"宏源",3.21058207853084e-05,0
"沪伦",3.21058207853084e-05,0
"华安",3.21058207853084e-05,0
"化下",3.21058207853084e-05,0
"换期",3.21058207853084e-05,0
"火电",3.21058207853084e-05,0
"佳兆业",3.21058207853084e-05,0
"加墨",3.21058207853084e-05,0
"加税",3.21058207853084e-05,0
"减去",3.21058207853084e-05,0
"将超过",3.21058207853084e-05,0
"江东",3.21058207853084e-05,0
"交付",3.21058207853084e-05,0
"脚步",3.21058207853084e-05,0
"接力",3.21058207853084e-05,0
"借势",3.21058207853084e-05,0
"金文",3.21058207853084e-05,0
"惊讶",3.21058207853084e-05,0
"净多",3.21058207853084e-05,0
"救助",3.21058207853084e-05,0
"聚惠",3.21058207853084e-05,0
"剧增",3.21058207853084e-05,0
"军事政变",3.21058207853084e-05,0
"开始实施",3.21058207853084e-05,0
"克斯",3.21058207853084e-05,0
"空姐",3.21058207853084e-05,0
"恐难",3.21058207853084e-05,0
"亏掉",3.21058207853084e-05,0
"连带",3.21058207853084e-05,0
"两起",3.21058207853084e-05,0
"罗杰斯",3.21058207853084e-05,0
"迈尔",3.21058207853084e-05,0
"猫哥",3.21058207853084e-05,0
"美日",3.21058207853084e-05,0
"免税",3.21058207853084e-05,0
"明尼阿波利斯",3.21058207853084e-05,0
"模拟",3.21058207853084e-05,0
"拟合",3.21058207853084e-05,0
"年个",3.21058207853084e-05,0
"票面",3.21058207853084e-05,0
"拼车",3.21058207853084e-05,0
"迫切",3.21058207853084e-05,0
"普惠",3.21058207853084e-05,0
"期是",3.21058207853084e-05,0
"七次",3.21058207853084e-05,0
"起步阶段",3.21058207853084e-05,0
"气体",3.21058207853084e-05,0
"签名",3.21058207853084e-05,0
"嵌套",3.21058207853084e-05,0
"乔映宾",3.21058207853084e-05,0
"青铜时代",3.21058207853084e-05,0
"轻质",3.21058207853084e-05,0
"趋于谨慎",3.21058207853084e-05,0
"群组",3.21058207853084e-05,0
"燃油",3.21058207853084e-05,0
"人身安全",3.21058207853084e-05,0
"仍保持在",3.21058207853084e-05,0
"如出一辙",3.21058207853084e-05,0
"若大",3.21058207853084e-05,0
"三步",3.21058207853084e-05,0
"三段",3.21058207853084e-05,0
"三千六",3.21058207853084e-05,0
"三四年",3.21058207853084e-05,0
"删节",3.21058207853084e-05,0
"上海证券交易所",3.21058207853084e-05,0
"伸向",3.21058207853084e-05,0
"失手",3.21058207853084e-05,0
"施泰因",3.21058207853084e-05,0
"十五",3.21058207853084e-05,0
"时间表",3.21058207853084e-05,0
"四川省政府",3.21058207853084e-05,0
"四通",3.21058207853084e-05,0
"诉讼",3.21058207853084e-05,0
"孙大哥",3.21058207853084e-05,0
"碳酸锂",3.21058207853084e-05,0
"天津市",3.21058207853084e-05,0
"天数",3.21058207853084e-05,0
"投资理财",3.21058207853084e-05,0
"推土机",3.21058207853084e-05,0
"完整版",3.21058207853084e-05,0
"微众",3.21058207853084e-05,0
"位去",3.21058207853084e-05,0
"稳定器",3.21058207853084e-05,0
"沃特玛",3.21058207853084e-05,0
"无核化",3.21058207853084e-05,0
"西向",3.21058207853084e-05,0
"下称",3.21058207853084e-05,0
"先知",3.21058207853084e-05,0
"相聚",3.21058207853084e-05,0
"详见",3.21058207853084e-05,0
"消耗量",3.21058207853084e-05,0
"小松",3.21058207853084e-05,0
"校友会",3.21058207853084e-05,0
"携手",3.21058207853084e-05,0
"新区",3.21058207853084e-05,0
"新造",3.21058207853084e-05,0
"许家",3.21058207853084e-05,0
"许可证",3.21058207853084e-05,0
"血案",3.21058207853084e-05,0
"一分",3.21058207853084e-05,0
"一个半月",3.21058207853084e-05,0
"亿多元",3.21058207853084e-05,0
"亿平方米",3.21058207853084e-05,0
"隐私",3.21058207853084e-05,0
"应付",3.21058207853084e-05,0
"由存",3.21058207853084e-05,0
"油费",3.21058207853084e-05,0
"遇害",3.21058207853084e-05,0
"原产",3.21058207853084e-05,0
"月均",3.21058207853084e-05,0
"运价",3.21058207853084e-05,0
"再添",3.21058207853084e-05,0
"张嫣",3.21058207853084e-05,0
"帐号",3.21058207853084e-05,0
"正文",3.21058207853084e-05,0
"政委",3.21058207853084e-05,0
"支配",3.21058207853084e-05,0
"之力",3.21058207853084e-05,0
"之争",3.21058207853084e-05,0
"制法",3.21058207853084e-05,0
"中板",3.21058207853084e-05,0
"中高",3.21058207853084e-05,0
"抓获",3.21058207853084e-05,0
"壮胆",3.21058207853084e-05,0
"准入",3.21058207853084e-05,0
"资本论",3.21058207853084e-05,0
"资产质量",3.21058207853084e-05,0
"钻石",3.21058207853084e-05,0
"艾略特",2.14038805235389e-05,0
"安全法",2.14038805235389e-05,0
"安全性",2.14038805235389e-05,0
"澳新银行",2.14038805235389e-05,0
"白电",2.14038805235389e-05,0
"白衣",2.14038805235389e-05,0
"白羽肉",2.14038805235389e-05,0
"百花园",2.14038805235389e-05,0
"摆脱困境",2.14038805235389e-05,0
"版图",2.14038805235389e-05,0
"半段",2.14038805235389e-05,0
"办事处",2.14038805235389e-05,0
"包装纸",2.14038805235389e-05,0
"报上",2.14038805235389e-05,0
"爆冷",2.14038805235389e-05,0
"贝塔",2.14038805235389e-05,0
"被控",2.14038805235389e-05,0
"被骗",2.14038805235389e-05,0
"本案",2.14038805235389e-05,0
"本篇",2.14038805235389e-05,0
"本市",2.14038805235389e-05,0
"比创",2.14038805235389e-05,0
"必然性",2.14038805235389e-05,0
"必拓",2.14038805235389e-05,0
"变味",2.14038805235389e-05,0
"标准差",2.14038805235389e-05,0
"不断增加",2.14038805235389e-05,0
"不可思议",2.14038805235389e-05,0
"不力",2.14038805235389e-05,0
"不谋",2.14038805235389e-05,0
"不停",2.14038805235389e-05,0
"不涨反跌",2.14038805235389e-05,0
"不作",2.14038805235389e-05,0
"布雷顿",2.14038805235389e-05,0
"财产安全",2.14038805235389e-05,0
"财情",2.14038805235389e-05,0
"财新",2.14038805235389e-05,0
"踩下",2.14038805235389e-05,0
"参照",2.14038805235389e-05,0
"仓为",2.14038805235389e-05,0
"查理",2.14038805235389e-05,0
"掺兑",2.14038805235389e-05,0
"产品线",2.14038805235389e-05,0
"产权市场",2.14038805235389e-05,0
"产销量",2.14038805235389e-05,0
"长波",2.14038805235389e-05,0
"长城汽车",2.14038805235389e-05,0
"长度",2.14038805235389e-05,0
"超长",2.14038805235389e-05,0
"超吨",2.14038805235389e-05,0
"朝鲜半岛",2.14038805235389e-05,0
"潮水",2.14038805235389e-05,0
"车费",2.14038805235389e-05,0
"车下",2.14038805235389e-05,0
"掣肘",2.14038805235389e-05,0
"彻底摆脱",2.14038805235389e-05,0
"陈化粮",2.14038805235389e-05,0
"陈永伟",2.14038805235389e-05,0
"趁势",2.14038805235389e-05,0
"城商行",2.14038805235389e-05,0
"城投",2.14038805235389e-05,0
"乘用车",2.14038805235389e-05,0
"持续提升",2.14038805235389e-05,0
"充满信心",2.14038805235389e-05,0
"冲到",2.14038805235389e-05,0
"筹备",2.14038805235389e-05,0
"出境游",2.14038805235389e-05,0
"出门",2.14038805235389e-05,0
"触手",2.14038805235389e-05,0
"处以",2.14038805235389e-05,0
"穿插",2.14038805235389e-05,0
"春江",2.14038805235389e-05,0
"磁材",2.14038805235389e-05,0
"错失",2.14038805235389e-05,0
"大浪",2.14038805235389e-05,0
"大楼",2.14038805235389e-05,0
"大摩",2.14038805235389e-05,0
"大赛",2.14038805235389e-05,0
"大油",2.14038805235389e-05,0
"代理",2.14038805235389e-05,0
"贷出",2.14038805235389e-05,0
"贷款发放",2.14038805235389e-05,0
"担保人",2.14038805235389e-05,0
"单量",2.14038805235389e-05,0
"但红能",2.14038805235389e-05,0
"但净",2.14038805235389e-05,0
"当该",2.14038805235389e-05,0
"挡路",2.14038805235389e-05,0
"党组",2.14038805235389e-05,0
"倒像",2.14038805235389e-05,0
"岛上",2.14038805235389e-05,0
"稻草",2.14038805235389e-05,0
"德国总理",2.14038805235389e-05,0
"德曼",2.14038805235389e-05,0
"等长",2.14038805235389e-05,0
"低俗",2.14038805235389e-05,0
"滴血",2.14038805235389e-05,0
"迪拜",2.14038805235389e-05,0
"地产界",2.14038805235389e-05,0
"地价",2.14038805235389e-05,0
"地向",2.14038805235389e-05,0
"第二步",2.14038805235389e-05,0
"第三步",2.14038805235389e-05,0
"第三日",2.14038805235389e-05,0
"第三天",2.14038805235389e-05,0
"跌创",2.14038805235389e-05,0
"跌点",2.14038805235389e-05,0
"盯住",2.14038805235389e-05,0
"顶背离",2.14038805235389e-05,0
"多长",2.14038805235389e-05,0
"多份",2.14038805235389e-05,0
"多晶硅",2.14038805235389e-05,0
"多斯",2.14038805235389e-05,0
"多姿",2.14038805235389e-05,0
"恶性事件",2.14038805235389e-05,0
"而本",2.14038805235389e-05,0
"发行股票",2.14038805235389e-05,0
"法利",2.14038805235389e-05,0
"饭碗",2.14038805235389e-05,0
"方兴东",2.14038805235389e-05,0
"飞速",2.14038805235389e-05,0
"分担",2.14038805235389e-05,0
"分管",2.14038805235389e-05,0
"分会",2.14038805235389e-05,0
"分起",2.14038805235389e-05,0
"风险极大",2.14038805235389e-05,0
"扶持",2.14038805235389e-05,0
"服务协议",2.14038805235389e-05,0
"辅助材料",2.14038805235389e-05,0
"副省长",2.14038805235389e-05,0
"副厅长",2.14038805235389e-05,0
"副作用",2.14038805235389e-05,0
"傅城",2.14038805235389e-05,0
"富民",2.14038805235389e-05,0
"该车",2.14038805235389e-05,0
"甘受",2.14038805235389e-05,0
"赶上",2.14038805235389e-05,0
"钢材",2.14038805235389e-05,0
"钢材价格",2.14038805235389e-05,0
"高后",2.14038805235389e-05,0
"高线",2.14038805235389e-05,0
"高新技术",2.14038805235389e-05,0
"高毅",2.14038805235389e-05,0
"糕点",2.14038805235389e-05,0
"搞清楚",2.14038805235389e-05,0
"鸽词",2.14038805235389e-05,0
"供求",2.14038805235389e-05,0
"公安部门",2.14038805235389e-05,0
"共建",2.14038805235389e-05,0
"共性",2.14038805235389e-05,0
"股份制商业银行",2.14038805235389e-05,0
"挂牌交易",2.14038805235389e-05,0
"关押",2.14038805235389e-05,0
"光电子",2.14038805235389e-05,0
"光学",2.14038805235389e-05,0
"规程",2.14038805235389e-05,0
"国家开发银行",2.14038805235389e-05,0
"国贸",2.14038805235389e-05,0
"国油",2.14038805235389e-05,0
"果真如此",2.14038805235389e-05,0
"海淀法院",2.14038805235389e-05,0
"海口市",2.14038805235389e-05,0
"含硫",2.14038805235389e-05,0
"捍卫",2.14038805235389e-05,0
"汉密尔顿",2.14038805235389e-05,0
"航线",2.14038805235389e-05,0
"好胜心",2.14038805235389e-05,0
"何处",2.14038805235389e-05,0
"合资企业",2.14038805235389e-05,0
"赫日",2.14038805235389e-05,0
"黑龙江",2.14038805235389e-05,0
"黑翼",2.14038805235389e-05,0
"横向整理",2.14038805235389e-05,0
"轰炸",2.14038805235389e-05,0
"宏观经济环境",2.14038805235389e-05,0
"后于",2.14038805235389e-05,0
"互挂",2.14038805235389e-05,0
"互征",2.14038805235389e-05,0
"户籍",2.14038805235389e-05,0
"华东地区",2.14038805235389e-05,0
"华夏上证",2.14038805235389e-05,0
"化率",2.14038805235389e-05,0
"化学原料",2.14038805235389e-05,0
"环渤海",2.14038805235389e-05,0
"还阳",2.14038805235389e-05,0
"谎言",2.14038805235389e-05,0
"汇丰银行",2.14038805235389e-05,0
"汇信",2.14038805235389e-05,0
"汇易",2.14038805235389e-05,0
"活着",2.14038805235389e-05,0
"或能",2.14038805235389e-05,0
"积攒",2.14038805235389e-05,0
"吉姆",2.14038805235389e-05,0
"极低",2.14038805235389e-05,0
"急缺",2.14038805235389e-05,0
"汲取",2.14038805235389e-05,0
"季耶夫",2.14038805235389e-05,0
"家底",2.14038805235389e-05,0
"价在",2.14038805235389e-05,0
"监事会",2.14038805235389e-05,0
"渐入佳境",2.14038805235389e-05,0
"建厂",2.14038805235389e-05,0
"建成",2.14038805235389e-05,0
"建信",2.14038805235389e-05,0
"僵尸",2.14038805235389e-05,0
"将投资",2.14038805235389e-05,0
"将下跌",2.14038805235389e-05,0
"江浙沪",2.14038805235389e-05,0
"交汇",2.14038805235389e-05,0
"交通厅",2.14038805235389e-05,0
"交易限制",2.14038805235389e-05,0
"较量",2.14038805235389e-05,0
"截止日",2.14038805235389e-05,0
"节选自",2.14038805235389e-05,0
"解盘",2.14038805235389e-05,0
"金融合作",2.14038805235389e-05,0
"今天下午",2.14038805235389e-05,0
"仅剩",2.14038805235389e-05,0
"仅限",2.14038805235389e-05,0
"近一年来",2.14038805235389e-05,0
"惊呆",2.14038805235389e-05,0
"经济指标",2.14038805235389e-05,0
"经贸合作",2.14038805235389e-05,0
"警卫",2.14038805235389e-05,0
"静默",2.14038805235389e-05,0
"境外发行",2.14038805235389e-05,0
"敬畏",2.14038805235389e-05,0
"久久",2.14038805235389e-05,0
"久期",2.14038805235389e-05,0
"九成",2.14038805235389e-05,0
"九周来",2.14038805235389e-05,0
"就打",2.14038805235389e-05,0
"居多",2.14038805235389e-05,0
"居间",2.14038805235389e-05,0
"局限性",2.14038805235389e-05,0
"具体来说",2.14038805235389e-05,0
"开涨",2.14038805235389e-05,0
"刊载",2.14038805235389e-05,0
"看成",2.14038805235389e-05,0
"看弱",2.14038805235389e-05,0
"康德",2.14038805235389e-05,0
"考核指标",2.14038805235389e-05,0
"靠着",2.14038805235389e-05,0
"壳牌",2.14038805235389e-05,0
"可乘之机",2.14038805235389e-05,0
"可为",2.14038805235389e-05,0
"可以根据",2.14038805235389e-05,0
"空心",2.14038805235389e-05,0
"口至口",2.14038805235389e-05,0
"跨城",2.14038805235389e-05,0
"狂泻",2.14038805235389e-05,0
"亏了",2.14038805235389e-05,0
"劳务",2.14038805235389e-05,0
"老白",2.14038805235389e-05,0
"累跌",2.14038805235389e-05,0
"李云泽",2.14038805235389e-05,0
"礼宾",2.14038805235389e-05,0
"立秋",2.14038805235389e-05,0
"力士",2.14038805235389e-05,0
"力拓",2.14038805235389e-05,0
"力争",2.14038805235389e-05,0
"联动",2.14038805235389e-05,0
"联合利华",2.14038805235389e-05,0
"链断裂",2.14038805235389e-05,0
"粮仓",2.14038805235389e-05,0
"两份",2.14038805235389e-05,0
"两连阴",2.14038805235389e-05,0
"两批",2.14038805235389e-05,0
"两期",2.14038805235389e-05,0
"两阴",2.14038805235389e-05,0
"林业",2.14038805235389e-05,0
"领跑",2.14038805235389e-05,0
"六次",2.14038805235389e-05,0
"龙湖",2.14038805235389e-05,0
"龙沛智",2.14038805235389e-05,0
"露头",2.14038805235389e-05,0
"路易斯",2.14038805235389e-05,0
"陆睿铭",2.14038805235389e-05,0
"履带式",2.14038805235389e-05,0
"略有下降",2.14038805235389e-05,0
"轮番上阵",2.14038805235389e-05,0
"裸奔",2.14038805235389e-05,0
"卖压",2.14038805235389e-05,0
"满满",2.14038805235389e-05,0
"毛鸡",2.14038805235389e-05,0
"煤平",2.14038805235389e-05,0
"煤业",2.14038805235389e-05,0
"煤制",2.14038805235389e-05,0
"没熟",2.14038805235389e-05,0
"每股收益",2.14038805235389e-05,0
"美国金融市场",2.14038805235389e-05,0
"迷惑",2.14038805235389e-05,0
"免去",2.14038805235389e-05,0
"免职",2.14038805235389e-05,0
"面趋",2.14038805235389e-05,0
"明明",2.14038805235389e-05,0
"明晚",2.14038805235389e-05,0
"明显改善",2.14038805235389e-05,0
"抹平",2.14038805235389e-05,0
"莫斌",2.14038805235389e-05,0
"某骁",2.14038805235389e-05,0
"那位",2.14038805235389e-05,0
"奶粉",2.14038805235389e-05,0
"难跌",2.14038805235389e-05,0
"难言",2.14038805235389e-05,0
"内测",2.14038805235389e-05,0
"年月日时",2.14038805235389e-05,0
"扭亏为盈",2.14038805235389e-05,0
"纽约证券交易所",2.14038805235389e-05,0
"欧债",2.14038805235389e-05,0
"偶然性",2.14038805235389e-05,0
"爬坡",2.14038805235389e-05,0
"牌号",2.14038805235389e-05,0
"攀升到",2.14038805235389e-05,0
"旁听",2.14038805235389e-05,0
"赔钱",2.14038805235389e-05,0
"疲态",2.14038805235389e-05,0
"偏下",2.14038805235389e-05,0
"品中",2.14038805235389e-05,0
"破百",2.14038805235389e-05,0
"普雷特",2.14038805235389e-05,0
"期铜",2.14038805235389e-05,0
"期油",2.14038805235389e-05,0
"七月",2.14038805235389e-05,0
"棋局",2.14038805235389e-05,0
"骑士",2.14038805235389e-05,0
"起跑",2.14038805235389e-05,0
"起升",2.14038805235389e-05,0
"牵制",2.14038805235389e-05,0
"前不久",2.14038805235389e-05,0
"强奸",2.14038805235389e-05,0
"抢手",2.14038805235389e-05,0
"抢眼",2.14038805235389e-05,0
"敲响",2.14038805235389e-05,0
"巧合",2.14038805235389e-05,0
"侵害",2.14038805235389e-05,0
"亲信",2.14038805235389e-05,0
"青瓦台",2.14038805235389e-05,0
"请参阅",2.14038805235389e-05,0
"求助",2.14038805235389e-05,0
"区法院",2.14038805235389e-05,0
"去职",2.14038805235389e-05,0
"全周",2.14038805235389e-05,0
"燃烧",2.14038805235389e-05,0
"热议",2.14038805235389e-05,0
"人车",2.14038805235389e-05,0
"任职",2.14038805235389e-05,0
"仍然很大",2.14038805235389e-05,0
"肉鸡",2.14038805235389e-05,0
"如若",2.14038805235389e-05,0
"如升破",2.14038805235389e-05,0
"若要",2.14038805235389e-05,0
"三步走",2.14038805235389e-05,0
"三方",2.14038805235389e-05,0
"三阳",2.14038805235389e-05,0
"色情",2.14038805235389e-05,0
"杀害",2.14038805235389e-05,0
"刹车",2.14038805235389e-05,0
"伤口",2.14038805235389e-05,0
"上大放",2.14038805235389e-05,0
"上否",2.14038805235389e-05,0
"上个",2.14038805235389e-05,0
"上下班",2.14038805235389e-05,0
"尚有",2.14038805235389e-05,0
"涉毒",2.14038805235389e-05,0
"涉赌",2.14038805235389e-05,0
